id,file,time,confidence
481,output/eng_07_063_027-300-16-26.png,52.08,0.93
482,output/eng_07_063_064-300-1-15.png,67.1,0.9
483,output/eng_07_063_064-300-16-30.png,192.21,0.9
484,output/eng_07_063_064-300-31-44.png,95.75,0.93
485,output/eng_07_063_068-300-1-15.png,87.26,0.9
486,output/eng_07_063_068-300-16-29.png,77.48,0.93
487,output/eng_07_063_141-300-1-15.png,121.17,0.9
488,output/eng_07_063_141-300-16-27.png,51.31,0.94
489,output/eng_07_064_142-300-1-15.png,71.59,0.89
490,output/eng_07_064_142-300-16-30.png,89.35,0.89
491,output/eng_07_064_142-300-31-41.png,81.17,0.93
492,output/eng_07_064_147-300-1-15.png,70.12,0.9
493,output/eng_07_064_147-300-16-30.png,187.71,0.9
494,output/eng_07_064_147-300-31-43.png,58.03,0.91
495,output/eng_07_064_152-300-1-15.png,150.18,0.9
496,output/eng_07_064_152-300-16-30.png,367.48,0.89
497,output/eng_07_064_152-300-31-45.png,455.0,0.9
498,output/eng_07_064_178-300-1-15.png,113.56,0.9
499,output/eng_07_064_178-300-16-30.png,106.64,0.9
500,output/eng_07_064_178-300-31-40.png,47.56,0.92
501,output/eng_07_065_039-300-1-15.png,79.79,0.9
502,output/eng_07_065_039-300-16-30.png,301.38,0.89
503,output/eng_07_065_039-300-31-36.png,59.94,0.95
504,output/eng_07_066_047-300-1-15.png,62.08,0.9
505,output/eng_07_066_047-300-16-30.png,94.4,0.89
506,output/eng_07_066_047-300-31-31.png,15.39,0.94
507,output/eng_07_066_058-300-1-15.png,92.49,0.9
508,output/eng_07_066_058-300-16-30.png,287.29,0.89
509,output/eng_07_066_058-300-31-44.png,150.0,0.93
510,output/eng_07_066_139-300-1-15.png,76.05,0.9
511,output/eng_07_066_139-300-16-30.png,167.44,0.9
512,output/eng_07_066_139-300-31-41.png,62.15,0.92
513,output/eng_07_067_080-300-1-15.png,73.6,0.9
514,output/eng_07_067_080-300-16-30.png,90.31,0.9
515,output/eng_07_067_080-300-31-37.png,40.89,0.94
516,output/eng_07_067_096-300-1-15.png,113.74,0.9
517,output/eng_07_067_096-300-16-30.png,89.8,0.9
518,output/eng_07_068_018-300-1-15.png,77.84,0.9
519,output/eng_07_068_018-300-16-30.png,112.32,0.89
520,output/eng_07_068_018-300-31-41.png,98.08,0.92
521,output/eng_07_068_041-300-1-15.png,146.42,0.9
522,output/eng_07_068_041-300-16-22.png,44.72,0.95
523,output/eng_07_068_047-300-1-15.png,72.27,0.9
524,output/eng_07_068_047-300-16-30.png,75.18,0.9
525,output/eng_07_068_047-300-31-42.png,57.22,0.94
526,output/eng_07_068_050-300-1-15.png,102.01,0.9
527,output/eng_07_068_050-300-16-30.png,97.57,0.89
528,output/eng_07_068_050-300-31-35.png,29.43,0.94
529,output/eng_07_068_084-300-1-15.png,94.76,0.9
530,output/eng_07_068_084-300-16-30.png,116.75,0.89
531,output/eng_07_068_084-300-31-45.png,89.77,0.89
532,output/eng_07_068_084-300-46-46.png,14.25,0.93
533,output/eng_07_068_117-300-1-15.png,97.64,0.89
534,output/eng_07_068_117-300-16-30.png,113.04,0.89
535,output/eng_07_068_117-300-31-34.png,44.37,0.93
536,output/eng_07_070_068-300-1-15.png,112.66,0.9
537,output/eng_07_070_068-300-16-30.png,149.79,0.9
538,output/eng_07_070_068-300-31-45.png,113.26,0.89
539,output/eng_07_070_095-300-1-15.png,77.16,0.89
540,output/eng_07_070_095-300-16-30.png,114.01,0.89
541,output/eng_07_070_095-300-31-38.png,40.42,0.95
542,output/eng_07_070_125-300-1-15.png,70.83,0.9
543,output/eng_07_070_125-300-16-30.png,200.0,0.9
544,output/eng_07_070_125-300-31-45.png,96.61,0.9
545,output/eng_07_070_125-300-46-47.png,10.39,0.95
546,output/eng_07_071_072-300-1-15.png,68.04,0.9
547,output/eng_07_071_072-300-16-25.png,65.73,0.92
548,output/eng_07_071_084-300-1-15.png,120.99,0.9
549,output/eng_07_071_084-300-16-30.png,120.57,0.9
550,output/eng_07_071_084-300-31-32.png,22.65,0.94
551,output/eng_07_071_152-300-1-15.png,107.78,0.9
552,output/eng_07_071_152-300-16-30.png,118.04,0.89
553,output/eng_07_071_152-300-31-45.png,87.44,0.9
554,output/eng_07_071_152-300-46-46.png,23.45,0.97
555,output/eng_07_072_016-300-1-15.png,59.94,0.9
556,output/eng_07_072_016-300-16-30.png,92.95,0.9
557,output/eng_07_072_016-300-31-35.png,29.33,0.94
558,output/eng_07_072_087-300-1-15.png,121.4,0.9
559,output/eng_07_072_087-300-16-30.png,90.58,0.9
560,output/eng_07_072_087-300-31-45.png,391.19,0.9
561,output/eng_07_072_087-300-46-49.png,48.2,0.92
562,output/eng_07_072_114-300-1-15.png,117.26,0.9
563,output/eng_07_072_114-300-16-30.png,128.93,0.9
564,output/eng_07_072_114-300-31-32.png,15.94,0.96
565,output/eng_07_073_003-300-1-15.png,74.31,0.89
566,output/eng_07_073_003-300-16-30.png,101.2,0.9
567,output/eng_07_073_003-300-31-41.png,54.22,0.93
568,output/eng_07_073_013-300-1-15.png,107.08,0.9
569,output/eng_07_073_013-300-16-30.png,178.81,0.89
570,output/eng_07_073_013-300-31-40.png,98.91,0.93
571,output/eng_07_073_111-300-1-15.png,80.35,0.89
572,output/eng_07_073_111-300-16-30.png,127.15,0.89
573,output/eng_07_073_111-300-31-39.png,48.41,0.94
574,output/eng_08_074_139-300-1-15.png,116.66,0.89
575,output/eng_08_074_139-300-16-30.png,151.79,0.89
576,output/eng_08_074_139-300-31-33.png,47.84,0.94
577,output/eng_08_074_157-300-1-15.png,76.8,0.89
578,output/eng_08_074_157-300-16-30.png,336.1,0.9
579,output/eng_08_074_157-300-31-32.png,24.54,0.95
580,output/eng_08_076_008-300-1-15.png,71.63,0.9
581,output/eng_08_076_008-300-16-27.png,64.27,0.94
582,output/eng_08_077_066-300-1-15.png,79.24,0.9
583,output/eng_08_077_066-300-16-30.png,98.99,0.89
584,output/eng_08_077_066-300-31-45.png,96.29,0.89
585,output/eng_08_077_163-300-1-15.png,119.44,0.9
586,output/eng_08_077_163-300-16-30.png,122.79,0.9
587,output/eng_08_078_037-300-1-15.png,73.21,0.9
588,output/eng_08_078_037-300-16-30.png,215.82,0.89
589,output/eng_08_078_037-300-31-37.png,71.26,0.94
590,output/eng_08_078_082-300-1-15.png,106.1,0.89
591,output/eng_08_078_082-300-16-30.png,99.06,0.89
592,output/eng_08_078_082-300-31-40.png,89.58,0.92
593,output/eng_08_078_139-300-1-15.png,106.1,0.9
594,output/eng_08_078_139-300-16-30.png,95.91,0.9
595,output/eng_08_078_139-300-31-34.png,53.73,0.93
596,output/eng_08_079_024-300-1-15.png,157.45,0.9
597,output/eng_08_079_024-300-16-30.png,122.97,0.89
598,output/eng_08_079_024-300-31-31.png,22.18,0.93
599,output/eng_08_079_087-300-1-15.png,124.85,0.9
600,output/eng_08_079_087-300-16-30.png,131.91,0.89
601,output/eng_08_079_087-300-31-45.png,188.3,0.9
602,output/eng_08_079_087-300-46-48.png,22.61,0.93
603,output/eng_08_080_069-300-1-15.png,115.55,0.9
604,output/eng_08_080_069-300-16-30.png,101.28,0.89
605,output/eng_08_080_069-300-31-41.png,50.26,0.93
606,output/eng_08_081_123-300-1-15.png,62.17,0.9
607,output/eng_08_081_123-300-16-30.png,189.11,0.89
608,output/eng_08_081_123-300-31-45.png,107.06,0.9
609,output/eng_08_081_123-300-46-48.png,35.66,0.91
610,output/eng_08_083_046-300-1-15.png,106.79,0.9
611,output/eng_08_083_046-300-16-30.png,91.24,0.89
612,output/eng_08_083_046-300-31-45.png,132.04,0.9
613,output/eng_08_083_046-300-46-49.png,25.11,0.93
614,output/eng_08_083_124-300-1-15.png,95.17,0.9
615,output/eng_08_083_124-300-16-27.png,61.47,0.93
616,output/eng_08_083_135-300-1-15.png,68.6,0.9
617,output/eng_08_083_135-300-16-22.png,35.8,0.94
618,output/eng_08_084_036-300-1-15.png,98.67,0.9
619,output/eng_08_084_036-300-16-30.png,169.98,0.89
620,output/eng_08_084_036-300-31-36.png,55.04,0.95
621,output/eng_08_084_138-300-1-15.png,120.45,0.89
622,output/eng_08_084_138-300-16-30.png,496.88,0.89
623,output/eng_08_084_138-300-31-43.png,81.89,0.91
624,output/eng_08_085_013-300-1-15.png,107.19,0.89
625,output/eng_08_085_013-300-16-30.png,84.19,0.9
626,output/eng_08_085_013-300-31-45.png,145.8,0.9
627,output/eng_08_085_013-300-46-48.png,15.82,0.94
628,output/eng_08_086_094-300-1-15.png,64.52,0.9
629,output/eng_08_086_094-300-16-30.png,87.82,0.9
630,output/eng_08_086_094-300-31-45.png,140.81,0.9
631,output/eng_08_086_094-300-46-49.png,46.54,0.93
632,output/eng_08_087_108-300-1-15.png,102.68,0.89
633,output/eng_08_087_108-300-16-30.png,116.41,0.89
634,output/eng_08_087_108-300-31-35.png,25.37,0.95
635,output/eng_09_088_025-300-1-15.png,61.14,0.9
636,output/eng_09_088_025-300-16-30.png,120.87,0.89
637,output/eng_09_088_025-300-31-37.png,33.43,0.95
638,output/eng_09_088_100-300-1-15.png,62.8,0.9
639,output/eng_09_088_100-300-16-29.png,114.41,0.93
640,output/eng_09_088_107-300-1-15.png,133.11,0.9
641,output/eng_09_088_107-300-16-30.png,119.59,0.9
642,output/eng_09_088_107-300-31-39.png,96.76,0.95
643,output/eng_09_088_108-300-1-15.png,72.6,0.9
644,output/eng_09_088_108-300-16-24.png,55.28,0.95
645,output/eng_09_088_184-300-1-15.png,79.94,0.9
646,output/eng_09_088_184-300-16-27.png,83.65,0.94
647,output/eng_09_089_035-300-1-15.png,94.58,0.89
648,output/eng_09_089_035-300-16-30.png,300.07,0.89
649,output/eng_09_089_035-300-31-40.png,42.83,0.92
650,output/eng_09_090_022-300-1-15.png,85.13,0.9
651,output/eng_09_090_022-300-16-30.png,121.72,0.89
652,output/eng_09_090_022-300-31-31.png,13.74,0.95
653,output/eng_09_090_054-300-1-15.png,83.97,0.9
654,output/eng_09_090_054-300-16-28.png,90.56,0.91
655,output/eng_09_090_164-300-1-15.png,96.48,0.9
656,output/eng_09_090_164-300-16-30.png,128.12,0.89
657,output/eng_09_090_164-300-31-35.png,28.68,0.95
658,output/eng_09_090_182-300-1-15.png,60.8,0.9
659,output/eng_09_090_182-300-16-30.png,95.46,0.89
660,output/eng_09_090_182-300-31-42.png,55.64,0.93
661,output/eng_09_091_055-300-1-15.png,73.06,0.9
662,output/eng_09_091_055-300-16-30.png,306.6,0.89
663,output/eng_09_091_055-300-31-40.png,65.2,0.92
664,output/eng_09_091_094-300-1-15.png,110.59,0.9
665,output/eng_09_091_094-300-16-30.png,104.96,0.9
666,output/eng_09_091_094-300-31-40.png,66.6,0.92
667,output/eng_09_092_002-300-1-15.png,108.57,0.9
668,output/eng_09_092_002-300-16-27.png,52.53,0.94
669,output/eng_09_092_115-300-1-15.png,111.74,0.9
670,output/eng_09_092_115-300-16-30.png,67.03,0.89
671,output/eng_09_092_115-300-31-45.png,74.27,0.9
672,output/eng_09_092_115-300-46-46.png,15.43,0.98
673,output/eng_09_092_182-300-1-15.png,67.42,0.9
674,output/eng_09_092_182-300-16-26.png,59.49,0.92
675,output/eng_10_093_020-300-1-15.png,89.78,0.9
676,output/eng_10_093_020-300-16-30.png,122.94,0.89
677,output/eng_10_093_020-300-31-42.png,85.08,0.93
678,output/eng_10_093_124-300-1-15.png,114.28,0.89
679,output/eng_10_093_124-300-16-30.png,108.34,0.9
680,output/eng_10_093_124-300-31-32.png,13.62,0.95
681,output/eng_10_093_156-300-1-15.png,151.02,0.9
682,output/eng_10_093_156-300-16-30.png,87.65,0.89
683,output/eng_10_094_067-300-1-15.png,101.38,0.9
684,output/eng_10_094_067-300-16-30.png,1252.72,0.9
685,output/eng_10_094_067-300-31-33.png,25.99,0.93
686,output/eng_10_094_164-300-1-15.png,67.55,0.9
687,output/eng_10_094_164-300-16-30.png,76.18,0.89
688,output/eng_10_094_164-300-31-33.png,21.67,0.94
689,output/eng_10_095_058-300-1-15.png,66.31,0.9
690,output/eng_10_095_058-300-16-30.png,119.98,0.89
691,output/eng_10_095_058-300-31-38.png,38.35,0.95
692,output/eng_10_095_120-300-1-15.png,98.67,0.9
693,output/eng_10_095_120-300-16-30.png,111.05,0.9
694,output/eng_10_095_120-300-31-36.png,49.22,0.95
695,output/eng_10_095_123-300-1-15.png,64.18,0.9
696,output/eng_10_095_123-300-16-30.png,122.41,0.89
697,output/eng_10_096_087-300-1-15.png,65.84,0.9
698,output/eng_10_096_087-300-16-30.png,102.02,0.9
699,output/eng_10_096_087-300-31-36.png,46.73,0.95
700,output/eng_10_096_095-300-1-15.png,90.63,0.9
701,output/eng_10_096_095-300-16-30.png,107.33,0.89
702,output/eng_10_096_095-300-31-36.png,33.34,0.95
703,output/eng_10_096_146-300-1-15.png,72.9,0.9
704,output/eng_10_096_146-300-16-30.png,101.32,0.89
705,output/eng_10_096_146-300-31-44.png,80.88,0.93
706,output/eng_10_097_069-300-1-15.png,94.45,0.9
707,output/eng_10_097_069-300-16-30.png,123.8,0.89
708,output/eng_10_097_069-300-31-44.png,111.22,0.93
709,output/eng_10_097_096-300-1-15.png,73.4,0.9
710,output/eng_10_097_096-300-16-30.png,111.23,0.9
711,output/eng_10_097_096-300-31-32.png,20.35,0.94
712,output/eng_10_098_028-300-1-15.png,91.91,0.89
713,output/eng_10_098_028-300-16-30.png,108.09,0.9
714,output/eng_10_098_028-300-31-40.png,51.6,0.92
715,output/eng_10_098_047-300-1-15.png,68.79,0.89
716,output/eng_10_098_047-300-16-30.png,110.75,0.9
717,output/eng_10_098_047-300-31-34.png,22.19,0.93
718,output/eng_10_098_049-300-1-15.png,72.19,0.9
719,output/eng_10_098_049-300-16-30.png,83.88,0.89
720,output/eng_10_098_049-300-31-38.png,41.85,0.94
721,output/eng_10_098_162-300-1-15.png,68.68,0.9
722,output/eng_10_098_162-300-16-30.png,266.63,0.89
723,output/eng_10_098_162-300-31-41.png,47.2,0.93
724,output/eng_10_099_014-300-1-15.png,69.69,0.89
725,output/eng_10_099_014-300-16-30.png,109.35,0.9
726,output/eng_10_099_014-300-31-35.png,30.69,0.94
727,output/eng_10_099_103-300-1-15.png,61.56,0.9
728,output/eng_10_099_103-300-16-30.png,118.87,0.9
729,output/eng_10_099_103-300-31-36.png,38.14,0.95
730,output/eng_10_099_112-300-1-15.png,100.18,0.89
731,output/eng_10_099_112-300-16-25.png,56.04,0.92
732,output/eng_10_099_117-300-1-15.png,121.99,0.9
733,output/eng_10_099_117-300-16-29.png,124.01,0.93
734,output/eng_10_099_123-300-1-15.png,106.61,0.89
735,output/eng_10_099_123-300-16-27.png,69.8,0.94
736,output/eng_10_100_024-300-1-15.png,95.51,0.89
737,output/eng_10_100_024-300-16-30.png,126.03,0.89
738,output/eng_10_100_024-300-31-42.png,101.97,0.93
739,output/eng_10_101_031-300-1-15.png,115.1,0.9
740,output/eng_10_101_031-300-16-30.png,111.08,0.9
741,output/eng_10_101_031-300-31-37.png,35.46,0.94
742,output/eng_10_101_050-300-1-15.png,96.26,0.9
743,output/eng_10_101_050-300-16-30.png,93.82,0.9
744,output/eng_10_101_050-300-31-38.png,87.69,0.95
745,output/eng_10_101_114-300-1-15.png,118.53,0.9
746,output/eng_10_101_114-300-16-30.png,111.6,0.9
747,output/eng_10_101_114-300-31-45.png,100.31,0.9
748,output/eng_10_101_114-300-46-46.png,22.03,0.92
749,output/eng_10_101_164-300-1-15.png,91.63,0.9
750,output/eng_10_101_164-300-16-30.png,82.67,0.89
751,output/eng_10_101_164-300-31-36.png,50.25,0.94
752,output/eng_11_102_059-300-1-15.png,128.02,0.9
753,output/eng_11_102_059-300-16-30.png,71.9,0.9
754,output/eng_11_102_059-300-31-39.png,50.24,0.95
755,output/eng_11_102_109-300-1-15.png,74.97,0.9
756,output/eng_11_102_109-300-16-28.png,58.77,0.91
757,output/eng_11_103_049-300-1-15.png,105.57,0.9
758,output/eng_11_103_049-300-16-30.png,93.58,0.89
759,output/eng_11_103_049-300-31-45.png,286.57,0.9
760,output/eng_11_103_049-300-46-47.png,19.07,0.93
761,output/eng_11_103_169-300-1-15.png,79.0,0.9
762,output/eng_11_103_169-300-16-30.png,138.44,0.89
763,output/eng_11_103_169-300-31-44.png,106.9,0.93
764,output/eng_11_103_201-300-1-15.png,129.8,0.89
765,output/eng_11_103_201-300-16-30.png,102.83,0.9
766,output/eng_11_103_201-300-31-44.png,105.88,0.93
767,output/eng_11_104_163-300-1-15.png,100.01,0.9
768,output/eng_11_104_163-300-16-29.png,81.15,0.93
769,output/eng_11_104_194-300-1-15.png,108.92,0.9
770,output/eng_11_104_194-300-16-25.png,87.43,0.92
771,output/eng_11_105_156-300-1-15.png,74.2,0.9
772,output/eng_11_105_156-300-16-27.png,76.85,0.94
773,output/eng_11_105_166-300-1-15.png,106.23,0.9
774,output/eng_11_105_166-300-16-30.png,125.15,0.89
775,output/eng_11_105_166-300-31-33.png,24.52,0.94
776,output/eng_11_106_098-300-1-15.png,122.19,0.89
777,output/eng_11_106_098-300-16-30.png,118.07,0.9
778,output/eng_11_106_098-300-31-34.png,19.1,0.95
779,output/eng_11_106_162-300-1-15.png,98.8,0.89
780,output/eng_11_106_162-300-16-30.png,91.28,0.89
781,output/eng_11_106_162-300-31-39.png,70.45,0.95
782,output/eng_11_106_171-300-1-15.png,93.47,0.89
783,output/eng_11_106_171-300-16-30.png,86.9,0.9
784,output/eng_11_106_171-300-31-34.png,37.39,0.93
785,output/eng_11_107_067-300-1-15.png,96.07,0.9
786,output/eng_11_107_067-300-16-30.png,75.25,0.89
787,output/eng_11_107_067-300-31-40.png,50.44,0.92
788,output/eng_11_107_124-300-1-15.png,98.54,0.9
789,output/eng_11_107_124-300-16-27.png,66.21,0.93
790,output/eng_11_108_010-300-1-15.png,93.16,0.9
791,output/eng_11_108_010-300-16-30.png,118.16,0.9
792,output/eng_11_108_010-300-31-45.png,468.12,0.9
793,output/eng_11_108_010-300-46-49.png,28.59,0.92
794,output/eng_11_108_052-300-1-15.png,102.61,0.9
795,output/eng_11_108_052-300-16-30.png,129.44,0.9
796,output/eng_11_108_052-300-31-41.png,86.58,0.93
797,output/eng_11_109_054-300-1-15.png,105.57,0.9
798,output/eng_11_109_054-300-16-30.png,121.36,0.9
799,output/eng_11_109_054-300-31-34.png,41.7,0.94
800,output/eng_11_109_172-300-1-15.png,106.02,0.9
801,output/eng_11_109_172-300-16-30.png,97.97,0.9
802,output/eng_11_109_172-300-31-37.png,39.15,0.95
803,output/eng_11_109_179-300-1-15.png,71.89,0.9
804,output/eng_11_109_179-300-16-30.png,73.3,0.9
805,output/eng_11_109_179-300-31-35.png,32.68,0.94
806,output/eng_11_110_084-300-1-15.png,76.13,0.89
807,output/eng_11_110_084-300-16-30.png,117.25,0.89
808,output/eng_11_110_084-300-31-45.png,154.64,0.9
809,output/eng_11_110_123-300-1-15.png,67.25,0.89
810,output/eng_11_110_123-300-16-30.png,385.85,0.9
811,output/eng_11_110_123-300-31-35.png,41.2,0.94
812,output/eng_11_110_140-300-1-15.png,139.67,0.89
813,output/eng_11_110_140-300-16-30.png,111.58,0.9
814,output/eng_11_110_140-300-31-45.png,69.37,0.9
815,output/eng_11_110_140-300-46-48.png,22.33,0.94
816,output/eng_12_111_126-300-1-15.png,108.74,0.9
817,output/eng_12_111_126-300-16-25.png,54.08,0.93
818,output/eng_12_112_070-300-1-15.png,69.38,0.9
819,output/eng_12_112_070-300-16-30.png,115.99,0.9
820,output/eng_12_112_070-300-31-42.png,58.58,0.94
821,output/eng_12_112_101-300-1-15.png,74.42,0.9
822,output/eng_12_112_101-300-16-29.png,114.1,0.92
823,output/eng_12_113_002-300-1-15.png,63.8,0.89
824,output/eng_12_113_002-300-16-30.png,149.45,0.9
825,output/eng_12_113_002-300-31-35.png,29.89,0.94
826,output/eng_12_113_032-300-1-15.png,97.17,0.9
827,output/eng_12_113_032-300-16-30.png,301.38,0.9
828,output/eng_12_113_032-300-31-31.png,20.72,0.94
829,output/eng_12_113_086-300-1-15.png,60.08,0.9
830,output/eng_12_113_086-300-16-30.png,68.97,0.89
831,output/eng_12_113_135-300-1-15.png,73.94,0.9
832,output/eng_12_113_135-300-16-30.png,476.95,0.9
833,output/eng_12_113_135-300-31-33.png,16.42,0.92
834,output/eng_12_113_142-300-1-15.png,86.76,0.9
835,output/eng_12_113_142-300-16-30.png,75.03,0.89
836,output/eng_12_113_142-300-31-32.png,17.15,0.94
837,output/eng_12_113_154-300-1-15.png,78.93,0.9
838,output/eng_12_113_154-300-16-27.png,78.62,0.93
839,output/eng_12_113_189-300-1-15.png,87.66,0.9
840,output/eng_12_113_189-300-16-30.png,75.43,0.89
841,output/eng_12_113_189-300-31-45.png,76.17,0.89
842,output/eng_12_113_204-300-1-15.png,59.93,0.9
843,output/eng_12_113_204-300-16-30.png,143.54,0.89
844,output/eng_12_113_204-300-31-39.png,47.57,0.95
845,output/eng_12_114_001-300-1-15.png,66.74,0.9
846,output/eng_12_114_001-300-16-30.png,103.21,0.89
847,output/eng_12_114_001-300-31-45.png,312.34,0.9
848,output/eng_12_114_001-300-46-50.png,25.75,0.94
849,output/eng_12_114_182-300-1-15.png,80.88,0.89
850,output/eng_12_114_182-300-16-28.png,87.21,0.91
851,output/eng_12_115_062-300-1-15.png,111.26,0.9
852,output/eng_12_115_062-300-16-30.png,294.39,0.9
853,output/eng_12_115_062-300-31-32.png,12.01,0.94
854,output/eng_12_115_107-300-1-15.png,103.44,0.9
855,output/eng_12_115_107-300-16-30.png,84.27,0.9
856,output/eng_12_115_107-300-31-45.png,915.9,0.9
857,output/eng_12_115_107-300-46-46.png,18.66,0.94
858,output/eng_12_115_160-300-1-15.png,117.57,0.9
859,output/eng_12_115_160-300-16-21.png,48.63,0.94
860,output/eng_13_117_047-300-1-15.png,100.63,0.9
861,output/eng_13_117_047-300-16-30.png,104.1,0.9
862,output/eng_13_117_047-300-31-38.png,59.66,0.95
863,output/eng_13_117_154-300-1-15.png,110.83,0.89
864,output/eng_13_117_154-300-16-30.png,82.64,0.89
865,output/eng_13_117_154-300-31-44.png,93.69,0.92
866,output/eng_13_118_042-300-1-15.png,85.44,0.89
867,output/eng_13_118_042-300-16-30.png,107.97,0.9
868,output/eng_13_118_042-300-31-39.png,45.67,0.95
869,output/eng_13_118_054-300-1-15.png,96.96,0.89
870,output/eng_13_118_054-300-16-30.png,182.71,0.89
871,output/eng_13_118_054-300-31-44.png,101.92,0.92
872,output/eng_13_119_046-300-1-15.png,81.25,0.9
873,output/eng_13_119_046-300-16-30.png,173.3,0.9
874,output/eng_13_119_046-300-31-42.png,58.02,0.94
875,output/eng_13_119_154-300-1-15.png,114.87,0.9
876,output/eng_13_119_154-300-16-30.png,520.6,0.9
877,output/eng_13_119_154-300-31-39.png,60.78,0.95
878,output/eng_13_120_043-300-1-15.png,68.74,0.9
879,output/eng_13_120_043-300-16-30.png,99.29,0.9
880,output/eng_13_120_043-300-31-32.png,27.52,0.94
881,output/eng_13_120_051-300-1-15.png,74.38,0.9
882,output/eng_13_120_051-300-16-30.png,71.53,0.9
883,output/eng_13_120_051-300-31-39.png,62.37,0.94
884,output/eng_13_120_057-300-1-15.png,104.63,0.9
885,output/eng_13_120_057-300-16-30.png,680.58,0.9
886,output/eng_13_120_057-300-31-45.png,147.43,0.9
887,output/eng_13_120_096-300-1-15.png,70.12,0.89
888,output/eng_13_120_096-300-16-30.png,67.91,0.9
889,output/eng_13_120_096-300-31-37.png,84.02,0.94
890,output/eng_13_121_033-300-1-15.png,176.29,0.89
891,output/eng_13_121_033-300-16-30.png,790.01,0.89
892,output/eng_13_121_033-300-31-45.png,80.88,0.9
893,output/eng_13_121_108-300-1-15.png,90.06,0.89
894,output/eng_13_121_108-300-16-30.png,1337.77,0.89
895,output/eng_13_121_108-300-31-41.png,54.9,0.93
896,output/eng_13_121_184-300-1-15.png,77.71,0.9
897,output/eng_13_121_184-300-16-29.png,96.83,0.93
898,output/eng_13_122_011-300-1-15.png,68.78,0.89
899,output/eng_13_122_011-300-16-30.png,140.2,0.89
900,output/eng_13_122_011-300-31-45.png,82.82,0.9
901,output/eng_13_122_011-300-46-46.png,12.06,0.98
902,output/eng_13_126_046-300-1-15.png,103.2,0.89
903,output/eng_13_126_046-300-16-30.png,599.44,0.9
904,output/eng_13_126_046-300-31-40.png,62.62,0.92
905,output/eng_14_127_021-300-1-15.png,141.81,0.9
906,output/eng_14_127_021-300-16-24.png,45.61,0.95
907,output/eng_14_127_055-300-1-15.png,72.11,0.9
908,output/eng_14_127_055-300-16-30.png,71.45,0.9
909,output/eng_14_127_055-300-31-33.png,28.73,0.93
910,output/eng_14_127_085-300-1-15.png,66.37,0.9
911,output/eng_14_127_085-300-16-30.png,85.48,0.89
912,output/eng_14_127_182-300-1-15.png,102.74,0.9
913,output/eng_14_127_182-300-16-30.png,514.54,0.9
914,output/eng_14_127_182-300-31-36.png,45.41,0.95
915,output/eng_14_128_079-300-1-15.png,112.58,0.9
916,output/eng_14_128_079-300-16-20.png,34.07,0.93
917,output/eng_14_128_129-300-1-15.png,106.43,0.9
918,output/eng_14_128_129-300-16-26.png,44.06,0.93
919,output/eng_14_128_152-300-1-15.png,78.32,0.89
920,output/eng_14_128_152-300-16-27.png,94.0,0.94
921,output/eng_14_129_035-300-1-15.png,82.27,0.9
922,output/eng_14_129_035-300-16-30.png,101.16,0.89
923,output/eng_14_129_104-300-1-15.png,111.63,0.9
924,output/eng_14_129_104-300-16-23.png,85.9,0.94
925,output/eng_14_130_116-300-1-15.png,69.6,0.89
926,output/eng_14_130_116-300-16-30.png,101.37,0.89
927,output/eng_14_130_116-300-31-42.png,88.88,0.93
928,output/eng_14_131_118-300-1-15.png,88.25,0.9
929,output/eng_14_131_118-300-16-30.png,214.19,0.89
930,output/eng_14_131_118-300-31-39.png,51.2,0.95
931,output/eng_14_131_122-300-1-15.png,114.5,0.9
932,output/eng_14_131_122-300-16-30.png,108.59,0.89
933,output/eng_14_131_122-300-31-44.png,67.91,0.93
934,output/eng_14_131_201-300-1-15.png,101.54,0.89
935,output/eng_14_131_201-300-16-30.png,324.23,0.89
936,output/eng_14_131_201-300-31-39.png,54.19,0.94
937,output/eng_14_132_021-300-1-15.png,93.57,0.89
938,output/eng_14_132_021-300-16-30.png,106.82,0.89
939,output/eng_14_132_021-300-31-43.png,106.56,0.91
940,output/eng_14_132_051-300-1-15.png,142.87,0.9
941,output/eng_14_132_051-300-16-30.png,86.35,0.9
942,output/eng_14_132_051-300-31-43.png,61.82,0.91
943,output/eng_14_132_088-300-1-15.png,97.85,0.9
944,output/eng_14_132_088-300-16-30.png,147.45,0.89
945,output/eng_14_132_088-300-31-34.png,53.79,0.93
946,output/eng_14_132_162-300-1-15.png,114.31,0.9
947,output/eng_14_132_162-300-16-30.png,99.54,0.89
948,output/eng_14_132_162-300-31-39.png,54.77,0.95
949,output/eng_14_133_020-300-1-15.png,79.97,0.9
950,output/eng_14_133_020-300-16-30.png,77.79,0.89
951,output/eng_14_133_020-300-31-36.png,46.34,0.94
952,output/eng_14_133_038-300-1-15.png,96.15,0.89
953,output/eng_14_133_038-300-16-30.png,116.64,0.89
954,output/eng_14_133_038-300-31-39.png,51.75,0.95
955,output/eng_14_133_125-300-1-15.png,83.84,0.89
956,output/eng_14_133_125-300-16-30.png,113.92,0.9
957,output/eng_14_133_125-300-31-36.png,28.53,0.94
958,output/eng_14_133_165-300-1-15.png,175.36,0.9
959,output/eng_14_133_165-300-16-30.png,93.87,0.9
960,output/eng_14_133_165-300-31-42.png,100.71,0.93
961,output/eng_14_134_151-300-1-15.png,77.59,0.9
962,output/eng_14_134_151-300-16-29.png,61.87,0.92
