id,file,time,confidence
137,output/eng_02_013_141-300-31-41.png,60.44,0.93
138,output/eng_02_014_019-300-1-15.png,104.66,0.9
139,output/eng_02_014_019-300-16-30.png,71.97,0.89
140,output/eng_02_014_019-300-31-41.png,52.38,0.93
141,output/eng_02_014_151-300-1-15.png,76.75,0.9
142,output/eng_02_014_151-300-16-30.png,125.72,0.9
143,output/eng_02_014_151-300-31-36.png,55.81,0.94
144,output/eng_02_015_014-300-1-15.png,75.35,0.9
145,output/eng_02_015_014-300-16-24.png,41.98,0.95
146,output/eng_02_016_096-300-1-15.png,116.99,0.9
147,output/eng_02_016_096-300-16-30.png,352.49,0.9
148,output/eng_02_016_096-300-31-45.png,192.3,0.9
149,output/eng_02_016_125-300-1-15.png,110.51,0.89
150,output/eng_02_016_125-300-16-30.png,182.86,0.9
151,output/eng_02_016_125-300-31-33.png,26.89,0.94
152,output/eng_03_018_005-300-1-15.png,116.3,0.9
153,output/eng_03_018_005-300-16-30.png,302.28,0.9
154,output/eng_03_018_005-300-31-43.png,106.3,0.91
155,output/eng_03_018_020-300-1-15.png,71.75,0.9
156,output/eng_03_018_020-300-16-30.png,76.38,0.9
157,output/eng_03_018_020-300-31-32.png,18.82,0.95
158,output/eng_03_019_048-300-1-15.png,105.21,0.9
159,output/eng_03_019_048-300-16-30.png,102.47,0.89
160,output/eng_03_019_048-300-31-45.png,304.1,0.9
161,output/eng_03_019_048-300-46-47.png,18.29,0.93
162,output/eng_03_019_094-300-1-15.png,104.48,0.9
163,output/eng_03_019_094-300-16-23.png,46.08,0.95
164,output/eng_04_020_074-300-1-15.png,115.0,0.9
165,output/eng_04_020_074-300-16-30.png,135.18,0.89
166,output/eng_04_020_074-300-31-45.png,89.43,0.9
167,output/eng_04_020_074-300-46-49.png,17.99,0.92
168,output/eng_04_020_094-300-1-15.png,83.03,0.9
169,output/eng_04_020_094-300-16-21.png,34.51,0.94
170,output/eng_04_021_074-300-1-15.png,106.57,0.9
171,output/eng_04_021_074-300-16-27.png,52.39,0.94
172,output/eng_04_021_087-300-1-15.png,79.31,0.89
173,output/eng_04_021_087-300-16-30.png,161.02,0.89
174,output/eng_04_021_087-300-31-45.png,115.88,0.89
175,output/eng_04_021_087-300-46-46.png,9.9,0.96
176,output/eng_04_022_025-300-1-15.png,115.73,0.89
177,output/eng_04_022_025-300-16-30.png,78.45,0.9
178,output/eng_04_022_025-300-31-40.png,46.21,0.92
179,output/eng_04_022_052-300-1-15.png,99.38,0.89
180,output/eng_04_022_052-300-16-30.png,87.19,0.89
181,output/eng_04_022_052-300-31-36.png,36.48,0.94
182,output/eng_04_022_168-300-1-15.png,86.92,0.9
183,output/eng_04_022_168-300-16-29.png,66.42,0.93
184,output/eng_04_023_007-300-1-15.png,77.25,0.9
185,output/eng_04_023_007-300-16-28.png,111.93,0.91
186,output/eng_04_023_066-300-1-15.png,70.76,0.89
187,output/eng_04_023_066-300-16-30.png,710.56,0.9
188,output/eng_04_023_066-300-31-42.png,84.66,0.94
189,output/eng_04_024_030-300-1-15.png,114.42,0.89
190,output/eng_04_024_030-300-16-30.png,340.3,0.89
191,output/eng_04_024_030-300-31-45.png,606.9,0.9
192,output/eng_04_024_030-300-46-49.png,48.87,0.92
193,output/eng_04_024_068-300-1-15.png,118.13,0.9
194,output/eng_04_024_068-300-16-30.png,79.86,0.89
195,output/eng_04_024_068-300-31-41.png,79.72,0.92
196,output/eng_04_025_088-300-1-15.png,90.93,0.9
197,output/eng_04_025_088-300-16-30.png,68.34,0.9
198,output/eng_04_025_088-300-31-40.png,62.51,0.92
199,output/eng_04_025_156-300-1-15.png,98.43,0.89
200,output/eng_04_025_156-300-16-30.png,102.65,0.89
201,output/eng_04_025_156-300-31-45.png,119.09,0.9
202,output/eng_04_025_156-300-46-47.png,14.63,0.94
203,output/eng_04_026_005-300-1-15.png,75.69,0.9
204,output/eng_04_026_005-300-16-30.png,127.83,0.9
205,output/eng_04_026_005-300-31-43.png,72.73,0.91
206,output/eng_04_026_093-300-1-15.png,95.49,0.89
207,output/eng_04_026_093-300-16-30.png,87.25,0.89
208,output/eng_04_026_093-300-31-45.png,262.59,0.9
209,output/eng_04_026_093-300-46-49.png,22.88,0.93
210,output/eng_04_026_108-300-1-15.png,114.51,0.89
211,output/eng_04_026_108-300-16-30.png,78.19,0.89
212,output/eng_04_026_108-300-31-45.png,129.55,0.89
213,output/eng_04_026_108-300-46-46.png,15.06,0.96
214,output/eng_04_027_073-300-1-15.png,71.43,0.9
215,output/eng_04_027_073-300-16-30.png,141.02,0.9
216,output/eng_04_027_073-300-31-45.png,114.64,0.9
217,output/eng_04_027_073-300-46-49.png,76.72,0.93
218,output/eng_04_028_027-300-1-15.png,117.31,0.89
219,output/eng_04_028_027-300-16-27.png,101.7,0.94
220,output/eng_05_033_036-300-1-15.png,79.29,0.9
221,output/eng_05_033_036-300-16-30.png,131.3,0.89
222,output/eng_05_033_036-300-31-39.png,61.11,0.95
223,output/eng_05_033_152-300-1-15.png,72.37,0.89
224,output/eng_05_033_152-300-16-30.png,117.57,0.89
225,output/eng_05_033_152-300-31-44.png,59.45,0.93
226,output/eng_05_033_155-300-1-15.png,61.77,0.89
227,output/eng_05_033_155-300-16-30.png,105.92,0.89
228,output/eng_05_033_155-300-31-45.png,72.16,0.89
229,output/eng_05_033_155-300-46-51.png,83.16,0.95
230,output/eng_05_033_157-300-1-15.png,67.89,0.9
231,output/eng_05_033_157-300-16-30.png,114.02,0.89
232,output/eng_05_033_157-300-31-33.png,23.09,0.94
233,output/eng_05_034_001-300-1-15.png,124.02,0.89
234,output/eng_05_034_001-300-16-30.png,151.51,0.9
235,output/eng_05_034_001-300-31-36.png,50.68,0.94
236,output/eng_05_034_152-300-1-15.png,105.65,0.89
237,output/eng_05_034_152-300-16-28.png,117.18,0.9
238,output/eng_05_035_065-300-1-15.png,80.51,0.89
239,output/eng_05_035_065-300-16-30.png,72.31,0.89
240,output/eng_05_035_193-300-1-15.png,121.58,0.9
241,output/eng_05_035_193-300-16-25.png,69.78,0.92
242,output/eng_05_036_152-300-1-15.png,129.19,0.89
243,output/eng_05_036_152-300-16-30.png,151.63,0.89
244,output/eng_05_036_152-300-31-32.png,33.15,0.94
245,output/eng_05_036_195-300-1-15.png,84.28,0.9
246,output/eng_05_036_195-300-16-26.png,66.53,0.93
247,output/eng_05_037_129-300-1-15.png,57.29,0.9
248,output/eng_05_037_129-300-16-30.png,113.6,0.9
249,output/eng_05_037_129-300-31-38.png,53.3,0.95
250,output/eng_05_038_008-300-1-15.png,106.72,0.89
251,output/eng_05_038_008-300-16-30.png,108.87,0.9
252,output/eng_05_038_008-300-31-43.png,74.05,0.9
253,output/eng_05_038_021-300-16-30.png,140.81,0.9
254,output/eng_05_038_021-300-31-41.png,59.5,0.92
255,output/eng_05_038_150-300-1-15.png,91.97,0.89
256,output/eng_05_038_150-300-16-30.png,101.16,0.89
257,output/eng_05_038_150-300-31-44.png,102.31,0.92
258,output/eng_05_039_031-300-1-15.png,63.53,0.89
259,output/eng_05_039_031-300-16-30.png,97.05,0.89
260,output/eng_05_039_031-300-31-42.png,58.44,0.93
261,output/eng_05_039_069-300-1-15.png,104.24,0.89
262,output/eng_05_039_069-300-16-30.png,71.23,0.89
263,output/eng_05_039_069-300-31-39.png,51.17,0.95
264,output/eng_05_039_174-300-1-15.png,105.15,0.89
265,output/eng_05_039_174-300-16-30.png,114.75,0.9
266,output/eng_05_039_174-300-31-45.png,77.98,0.9
267,output/eng_05_039_174-300-46-47.png,24.8,0.94
268,output/eng_05_040_109-300-1-15.png,77.91,0.9
269,output/eng_05_040_109-300-16-30.png,91.84,0.89
270,output/eng_05_040_109-300-31-45.png,82.31,0.9
271,output/eng_05_040_109-300-46-48.png,25.27,0.92
272,output/eng_05_041_040-300-1-15.png,66.91,0.89
273,output/eng_05_041_040-300-16-30.png,102.13,0.89
274,output/eng_05_041_040-300-31-45.png,74.88,0.9
275,output/eng_05_041_089-300-1-15.png,125.68,0.89
276,output/eng_05_041_089-300-16-30.png,73.87,0.89
277,output/eng_05_041_089-300-31-44.png,81.8,0.93
278,output/eng_05_041_133-300-1-15.png,116.06,0.89
279,output/eng_05_041_133-300-16-30.png,145.52,0.9
280,output/eng_05_041_133-300-31-42.png,64.82,0.93
281,output/eng_05_042_109-300-1-15.png,71.83,0.9
282,output/eng_05_042_109-300-16-30.png,112.42,0.89
283,output/eng_05_042_109-300-31-31.png,17.96,0.96
284,output/eng_05_042_125-300-1-15.png,74.17,0.9
285,output/eng_05_042_125-300-16-30.png,72.59,0.89
286,output/eng_05_042_125-300-31-37.png,34.27,0.94
287,output/eng_05_042_157-300-1-15.png,66.96,0.9
288,output/eng_05_042_157-300-16-27.png,105.13,0.94
289,output/eng_05_043_135-300-1-15.png,89.05,0.9
290,output/eng_05_043_135-300-16-30.png,123.28,0.89
291,output/eng_05_043_135-300-31-42.png,55.65,0.93
292,output/eng_05_044_067-300-1-15.png,117.09,0.89
293,output/eng_05_044_067-300-16-30.png,94.02,0.9
294,output/eng_05_044_067-300-31-45.png,97.94,0.89
295,output/eng_05_044_067-300-46-48.png,31.85,0.94
296,output/eng_05_044_118-300-1-15.png,95.19,0.9
297,output/eng_05_044_118-300-16-30.png,297.44,0.9
298,output/eng_05_044_118-300-31-37.png,46.83,0.95
299,output/eng_05_045_009-300-1-15.png,148.22,0.89
300,output/eng_05_045_009-300-16-30.png,104.08,0.89
301,output/eng_05_045_009-300-31-37.png,43.46,0.94
302,output/eng_05_045_081-300-1-15.png,74.24,0.89
303,output/eng_05_045_081-300-16-30.png,90.79,0.9
304,output/eng_05_045_081-300-31-45.png,120.19,0.9
305,output/eng_05_045_081-300-46-46.png,18.98,0.93
306,output/eng_05_045_105-300-1-15.png,76.13,0.89
307,output/eng_05_045_105-300-16-30.png,152.69,0.89
308,output/eng_05_045_105-300-31-45.png,133.08,0.9
309,output/eng_05_045_105-300-46-47.png,16.88,0.94
310,output/eng_05_046_034-300-1-15.png,117.74,0.9
311,output/eng_05_046_034-300-16-30.png,81.89,0.89
312,output/eng_05_046_034-300-31-33.png,20.01,0.93
313,output/eng_05_046_052-300-1-15.png,110.95,0.9
314,output/eng_05_046_052-300-16-29.png,62.72,0.93
315,output/eng_05_046_059-300-1-15.png,114.23,0.89
316,output/eng_05_046_059-300-16-30.png,125.21,0.89
317,output/eng_05_046_059-300-31-45.png,92.6,0.89
318,output/eng_05_046_059-300-46-48.png,28.58,0.93
319,output/eng_05_046_079-300-1-15.png,119.63,0.89
320,output/eng_05_046_079-300-16-30.png,151.16,0.89
321,output/eng_05_046_079-300-31-33.png,27.24,0.93
322,output/eng_05_046_116-300-1-15.png,76.2,0.89
323,output/eng_05_046_116-300-16-30.png,124.7,0.9
324,output/eng_05_046_116-300-31-45.png,120.56,0.9
325,output/eng_05_046_116-300-46-49.png,47.21,0.92
326,output/eng_05_048_096-300-1-15.png,117.13,0.9
327,output/eng_05_048_096-300-16-30.png,136.59,0.89
328,output/eng_05_048_096-300-31-40.png,65.9,0.92
329,output/eng_05_048_124-300-1-15.png,82.23,0.9
330,output/eng_05_048_124-300-16-30.png,368.73,0.9
331,output/eng_05_048_124-300-31-45.png,108.9,0.9
332,output/eng_05_048_124-300-46-49.png,30.82,0.93
333,output/eng_06_049_067-300-1-9.png,48.05,0.95
334,output/eng_06_049_145-300-1-15.png,68.44,0.9
335,output/eng_06_049_145-300-16-27.png,82.65,0.94
336,output/eng_06_050_021-300-1-15.png,103.46,0.89
337,output/eng_06_050_021-300-16-30.png,99.3,0.89
338,output/eng_06_050_021-300-31-40.png,62.29,0.92
339,output/eng_06_050_124-300-1-15.png,79.99,0.9
340,output/eng_06_050_124-300-16-30.png,83.96,0.9
341,output/eng_06_050_124-300-31-45.png,98.08,0.9
342,output/eng_06_050_124-300-46-47.png,16.8,0.92
343,output/eng_06_050_132-300-1-15.png,101.1,0.89
344,output/eng_06_050_132-300-16-30.png,349.43,0.89
345,output/eng_06_050_132-300-31-45.png,116.17,0.89
346,output/eng_06_050_132-300-46-47.png,14.54,0.93
347,output/eng_06_050_148-300-1-15.png,79.42,0.89
348,output/eng_06_050_148-300-16-30.png,87.27,0.9
349,output/eng_06_050_148-300-31-45.png,182.13,0.9
350,output/eng_06_050_148-300-46-47.png,26.38,0.94
351,output/eng_06_051_055-300-1-15.png,70.69,0.9
352,output/eng_06_051_055-300-16-30.png,171.25,0.89
353,output/eng_06_051_055-300-31-44.png,72.35,0.93
354,output/eng_06_051_097-300-1-15.png,99.36,0.89
355,output/eng_06_051_097-300-16-27.png,52.04,0.94
356,output/eng_06_052_013-300-1-15.png,111.1,0.9
357,output/eng_06_052_013-300-16-30.png,85.45,0.89
358,output/eng_06_052_013-300-31-45.png,104.87,0.9
359,output/eng_06_052_013-300-46-48.png,28.16,0.93
360,output/eng_06_052_096-300-1-15.png,127.84,0.89
361,output/eng_06_052_096-300-16-30.png,119.38,0.9
362,output/eng_06_052_096-300-31-40.png,75.66,0.92
363,output/eng_06_052_123-300-1-15.png,84.6,0.9
364,output/eng_06_052_123-300-16-24.png,48.51,0.95
365,output/eng_06_052_168-300-1-15.png,109.28,0.9
366,output/eng_06_052_168-300-16-24.png,55.4,0.95
367,output/eng_06_052_179-300-1-15.png,61.23,0.9
368,output/eng_06_052_179-300-16-30.png,99.74,0.89
369,output/eng_06_052_179-300-31-38.png,57.13,0.95
370,output/eng_06_053_014-300-1-15.png,113.15,0.9
371,output/eng_06_053_014-300-16-29.png,78.4,0.93
372,output/eng_06_053_095-300-1-15.png,87.68,0.9
373,output/eng_06_053_095-300-16-30.png,115.9,0.89
374,output/eng_06_053_095-300-31-35.png,49.24,0.94
375,output/eng_06_053_101-300-1-15.png,70.85,0.9
376,output/eng_06_053_101-300-16-30.png,111.92,0.9
377,output/eng_06_053_101-300-31-36.png,31.42,0.95
378,output/eng_06_053_158-300-1-15.png,117.83,0.9
379,output/eng_06_053_158-300-16-30.png,196.35,0.9
380,output/eng_06_053_158-300-31-33.png,19.16,0.93
381,output/eng_06_054_027-300-1-15.png,83.59,0.89
382,output/eng_06_054_027-300-16-30.png,105.94,0.9
383,output/eng_06_054_027-300-31-37.png,49.87,0.95
384,output/eng_06_054_057-300-1-15.png,85.61,0.89
385,output/eng_06_054_057-300-16-30.png,279.83,0.89
386,output/eng_06_054_057-300-31-45.png,126.79,0.89
387,output/eng_06_054_057-300-46-46.png,24.67,0.99
388,output/eng_06_054_131-300-1-15.png,101.27,0.89
389,output/eng_06_054_131-300-16-30.png,80.24,0.89
390,output/eng_06_054_131-300-31-45.png,158.69,0.9
391,output/eng_06_054_131-300-46-47.png,19.58,0.94
392,output/eng_06_055_012-300-1-15.png,69.23,0.89
393,output/eng_06_055_012-300-16-30.png,108.5,0.89
394,output/eng_06_055_012-300-31-37.png,39.83,0.94
395,output/eng_06_055_050-300-1-15.png,140.46,0.9
396,output/eng_06_055_050-300-16-27.png,103.46,0.93
397,output/eng_06_055_076-300-1-15.png,72.03,0.9
398,output/eng_06_055_076-300-16-30.png,142.49,0.9
399,output/eng_06_055_076-300-31-39.png,62.42,0.94
400,output/eng_06_055_139-300-1-15.png,80.98,0.9
401,output/eng_06_055_139-300-16-30.png,106.82,0.9
402,output/eng_06_055_139-300-31-34.png,28.92,0.93
403,output/eng_06_056_014-300-1-15.png,76.13,0.9
404,output/eng_06_056_014-300-16-30.png,650.95,0.89
405,output/eng_06_056_014-300-31-36.png,33.9,0.94
406,output/eng_06_056_070-300-1-15.png,83.7,0.9
407,output/eng_06_056_070-300-16-29.png,120.78,0.92
408,output/eng_06_056_071-300-1-15.png,103.42,0.9
409,output/eng_06_056_071-300-16-20.png,33.99,0.93
410,output/eng_06_056_097-300-1-15.png,88.83,0.9
411,output/eng_06_056_097-300-16-30.png,464.13,0.9
412,output/eng_06_056_097-300-31-31.png,14.44,0.94
413,output/eng_06_056_132-300-1-15.png,63.95,0.9
414,output/eng_06_056_132-300-16-30.png,97.98,0.9
415,output/eng_06_056_132-300-31-34.png,44.83,0.92
416,output/eng_06_056_176-300-1-15.png,73.56,0.9
417,output/eng_06_056_176-300-16-30.png,128.58,0.9
418,output/eng_06_056_176-300-31-45.png,92.29,0.9
419,output/eng_06_056_176-300-46-47.png,17.72,0.92
420,output/eng_06_057_005-300-1-15.png,123.46,0.9
421,output/eng_06_057_005-300-16-30.png,245.25,0.9
422,output/eng_06_057_005-300-31-41.png,50.6,0.92
423,output/eng_06_057_090-300-1-15.png,108.92,0.9
424,output/eng_06_057_090-300-16-30.png,528.65,0.9
425,output/eng_06_057_090-300-31-41.png,51.65,0.92
426,output/eng_06_058_050-300-1-15.png,73.87,0.89
427,output/eng_06_058_050-300-16-30.png,317.4,0.9
428,output/eng_06_058_050-300-31-45.png,564.81,0.9
429,output/eng_06_058_050-300-46-46.png,10.55,0.9
430,output/eng_06_059_029-300-1-15.png,75.76,0.9
431,output/eng_06_059_029-300-16-30.png,179.49,0.9
432,output/eng_06_059_029-300-31-45.png,311.17,0.9
433,output/eng_06_059_170-300-1-8.png,77.26,0.95
434,output/eng_06_060_016-300-1-15.png,122.94,0.9
435,output/eng_06_060_016-300-16-30.png,159.04,0.9
436,output/eng_06_060_016-300-31-45.png,120.61,0.9
437,output/eng_06_060_016-300-46-46.png,15.16,0.92
438,output/eng_06_060_024-300-1-15.png,116.69,0.9
439,output/eng_06_060_024-300-16-30.png,104.53,0.9
440,output/eng_06_060_024-300-31-44.png,66.84,0.93
441,output/eng_06_060_035-300-1-15.png,106.86,0.9
442,output/eng_06_060_035-300-16-30.png,125.3,0.9
443,output/eng_06_060_035-300-31-45.png,78.26,0.89
444,output/eng_06_060_035-300-46-49.png,25.94,0.92
445,output/eng_06_060_060-300-1-15.png,107.67,0.9
446,output/eng_06_060_060-300-16-30.png,82.92,0.9
447,output/eng_06_060_060-300-31-45.png,72.45,0.9
448,output/eng_06_060_117-300-1-15.png,106.45,0.9
449,output/eng_06_060_117-300-16-30.png,304.87,0.89
450,output/eng_06_060_117-300-31-45.png,470.94,0.9
451,output/eng_06_060_117-300-46-46.png,12.96,0.92
452,output/eng_06_060_121-300-1-15.png,116.63,0.9
453,output/eng_06_060_121-300-16-30.png,1636.9,0.9
454,output/eng_06_060_121-300-31-45.png,72.17,0.9
455,output/eng_07_061_061-300-1-15.png,79.1,0.89
456,output/eng_07_061_061-300-16-30.png,124.26,0.89
457,output/eng_07_061_061-300-31-36.png,50.27,0.95
458,output/eng_07_061_102-300-1-15.png,68.61,0.9
459,output/eng_07_061_102-300-16-30.png,109.43,0.89
460,output/eng_07_061_102-300-31-41.png,61.43,0.93
461,output/eng_07_061_157-300-1-15.png,93.25,0.9
462,output/eng_07_061_157-300-16-30.png,118.33,0.89
463,output/eng_07_061_157-300-31-42.png,104.47,0.94
464,output/eng_07_062_039-300-1-15.png,93.16,0.9
465,output/eng_07_062_039-300-16-30.png,103.92,0.89
466,output/eng_07_062_110-300-1-15.png,83.1,0.89
467,output/eng_07_062_110-300-16-30.png,69.31,0.9
468,output/eng_07_062_110-300-31-45.png,80.22,0.9
469,output/eng_07_062_110-300-46-46.png,14.42,0.92
470,output/eng_07_062_130-300-1-15.png,129.03,0.9
471,output/eng_07_062_130-300-16-30.png,148.04,0.89
472,output/eng_07_062_130-300-31-36.png,51.43,0.95
473,output/eng_07_063_014-300-1-15.png,111.61,0.9
474,output/eng_07_063_014-300-16-30.png,101.8,0.9
475,output/eng_07_063_014-300-31-45.png,142.3,0.89
476,output/eng_07_063_014-300-46-46.png,40.64,0.94
477,output/eng_07_063_021-300-1-15.png,109.95,0.9
478,output/eng_07_063_021-300-16-30.png,116.26,0.89
479,output/eng_07_063_021-300-31-36.png,74.19,0.95
480,output/eng_07_063_027-300-1-15.png,63.44,0.89
